[116.96001]
[25.530006]
[46.010002]
[4.199997]
[-69.94]
[-86.79]
[15.430008]
[13.410004]
[154.39001]
[280.51]
[2.2200012]
[-62.160004]
[306.15002]
[126.59999]
[176.04999]
[214.18999]
[143.07]
[276.72]
[204.98]
[47.080017]
[4.9400024]
[-115.81]
[-2.899994]
[132.46]
[-96.09003]
[103.91]
[170.98001]
[12.890015]
[60.299988]
[-36.539978]
[-246.66]
[-29.070007]
[-74.66]
[-61.610016]
[190.20999]
[132.97]
[-127.849976]
[-132.99]
[-205.65]
[-72.869995]
[28.149994]
[-77.880005]
[155.02002]
[173.35]
[63.00998]
[43.73001]
[-100.82001]
[-180.27002]
[-45.420013]
[-34.839996]
[191.60999]
[190.94]
[-150.45999]
[-94.45001]
[-152.53001]
[-261.55002]
[-150.99998]
[-78.01001]
[17.460022]
[24.730011]
[147.]
[134.75002]
[-121.889984]
[2.0599976]
[234.35]
[182.93]
[258.34998]
[304.16003]
[-33.339996]
[87.57001]
[125.859985]
[-7.]
[-47.690002]
[-68.26001]
[-158.57]
[-336.83002]
[-233.18001]
[-33.309998]
[-145.94998]
[-211.99002]
[64.93999]
[20.049988]
[-51.579987]
[102.31]
[-36.869995]
[116.47]
[149.75]
[208.27]
[192.58]
[9.910004]
[-208.12001]
[-162.93001]
[28.51001]
[114.77002]
[-193.18001]
[-271.08002]
[-104.08]
[-115.95999]
[-113.57001]
[-157.93001]
[-245.51]
[-258.52]
[9.760002]
[-4.779999]
[-131.06]
[-255.90001]
[42.479996]
[74.740005]
[-102.65]
[-163.53001]
[-139.93]
[-26.770004]
[14.529999]
[264.31]
[171.95001]
[72.399994]
[-26.950005]
[-39.500008]
[-130.97]
[-104.64]
[166.1]
[-13.089996]
[-12.889999]
[-120.06999]
[-103.03]
[-268.35]
[-245.68001]
[-157.]
[11.07]
[-54.82]
[50.390007]
[97.34999]
[-162.09]
[61.86]
[41.010002]
[228.36998]
[121.03999]
[-16.659996]
[5.299999]
[10.07]
[0.47000122]
[149.12]
[1.5699921]
[-63.77999]
[79.92]
[-13.970001]
[-31.330002]
[-235.97998]
[-61.229996]
[143.04999]
[254.62]
[198.45]
[126.08]
[-51.5]
[-35.17]
[-60.690002]
[-88.78]
[-24.440002]
[20.]
[37.920002]
[-41.770004]
[-147.9]
[-194.62]
[-133.67]
[-102.479996]
[-23.199997]
[23.129997]
[28.739998]
[55.71]
[-20.46]
[-27.510002]
[-12.9900055]
[21.630005]
[72.3]
[6.279999]
[-0.7700043]
[106.82999]
[135.26999]
[-19.32]
[42.940002]
[-22.869995]
[-8.290001]
[8.790001]
[23.690002]
[0.3299942]
[-26.970001]
[-6.239998]
[-56.95999]
[-135.98999]
[-227.81998]
[-38.6]
[-73.020004]
[-38.68]
[-24.759998]
[-32.59]
[-32.16]
[-26.470001]
[13.599998]
[-33.589996]
[-7.510002]
[-46.690002]
[6.2599983]
[-24.830002]
[-5.619999]
[-2.130001]
[-6.960003]
[22.55]
[-3.7999992]
[16.970001]
[-54.980003]
[-47.180004]
[-17.45]
[-22.870003]
[2.1500015]
[8.09]
[-2.2800026]
[29.679996]
[-9.32]
[-30.75]
[-9.23]
[-47.699997]
[-7.1299973]
[43.94]
[43.289997]
[23.560005]
[-16.350002]
[23.34]
[46.16]
[-23.279999]
[5.5699997]
[16.73]
[17.329998]
[6.5599976]
[-15.210003]
[-34.749996]
[-42.01]
[-21.740005]
[3.1900024]
[-27.969997]
[-52.96]
[-22.399998]
[3.7600021]
[-13.579998]
[-24.619999]
[-25.71]
[4.8500023]
[51.27]
[5.1500015]
[-43.17]
[3.3199997]
[32.24]
[9.690002]
[23.850002]
[-10.889999]
[-18.630001]
[-9.970001]
[15.010002]
[-23.300001]
[-38.11]
[3.8999977]
[47.43]
[17.39]
[-17.280003]
[-24.440002]
[-23.930004]
[19.189999]
[37.940002]
[56.24]
[20.119999]
[33.82]
[10.589996]
[7.8600006]
[33.260002]
[-7.7400017]
[5.3100014]
[24.3]
[29.860004]
[-4.779999]
[32.170002]
[6.5599976]
[44.359997]
[33.81]
[-18.249996]
[-65.64]
[-80.69]
[-39.01]
[8.610001]
[1.800003]
[-9.310005]
[57.359997]
[-26.370003]
[24.660004]
[6.2300034]
[14.169998]
[74.25]
[89.8]
[118.66]
[176.07]
[44.1]
[98.75]
[71.119995]
[79.47]
[124.71999]
[60.010002]
[79.34]
[24.18]
[-16.86]
[29.849998]
[46.559998]
[-18.550003]
[66.85999]
[52.23999]
[34.15001]
[-19.399994]
[16.01001]
[-7.330002]
[42.930008]
[75.67999]
[40.96]
[138.27002]
[168.76001]
[218.12001]
[222.08002]
[150.41002]
[279.18]
[277.77997]
[241.05998]
[267.49]
[219.15]
[182.52002]
[435.69003]
[292.86996]
[89.5]
[48.089996]
[1.1900024]
[42.119995]
[-119.41998]
[-170.60999]
[-238.74998]
[-120.889984]
[-111.149994]
[-154.14001]
[-303.97003]
[-263.77]
[-47.930023]
[-97.70001]
[-179.71]
[-158.74]
[-32.03]
[-137.46]
[-82.71]
[-154.74]
[-142.34001]
[137.93]
[37.51999]
[84.72]
[-31.289978]
[-68.72]
[122.11]
[70.40001]
[145.97]
[193.29]
[184.59]
[251.92]
[27.060013]
[-99.28]
[-14.079987]
[-135.07999]
[-159.88]
[-77.34]
[-71.869995]
[-36.55002]
[-176.29001]
[-52.789978]
[-134.73]
[-246.24]
[50.089996]
[258.7]
[208.14001]
[36.169983]
[-46.37001]
[44.33]
[65.119995]
[93.45999]
[-26.490005]
[-47.09001]
[25.15001]
[94.14]
[-1.5499878]
[-264.76]
[-264.04]
[-83.47998]
[5.9600067]
[-96.42]
[-206.93001]
[-262.75998]
[-80.22]
[42.009995]
[30.09999]
[-17.549988]
[-94.27002]
[-133.89]
[-66.64]
[-44.76001]
[-28.450005]
[-3.0700073]
[112.91]
[134.85999]
[-28.550003]
[-211.28]
[-119.53]
[-116.100006]
[30.64]
[80.58]
[-33.65001]
[81.45]
[99.50001]
[73.850006]
[-79.07001]
[-46.98999]
[-46.189995]
[77.79001]
[43.61]
[-16.669998]
[-68.2]
[-102.79]
[-23.18]
[-86.40999]
[-57.190002]
[-85.83]
[-44.329994]
[-76.240005]
[63.379997]
[13.979996]
[-46.47]
[-14.540001]
[-63.199997]
[-43.789993]
[-24.449997]
[0.70999146]
[-105.]
[-3.3600006]
[-52.61]
[-42.43]
[-52.25]
[-40.72]
[32.770004]
[-15.690002]
[-21.369999]
[7.359993]
[-14.610001]
[5.100006]
[88.59]
[30.259995]
[72.13]
[41.170006]
[77.79001]
[19.300003]
[20.130005]
[73.64001]
[117.12999]
[44.060005]
[0.7200012]
[-55.920006]
[-63.119995]
[-38.109993]
[-20.]
[-43.740005]
[-68.15001]
[-19.130005]
[-75.8]
[-71.11001]
[-74.81999]
[-72.37]
[-14.160004]
[49.500008]
[103.369995]
[-71.39]
[-63.559998]
[-0.29999542]
[-5.5599976]
[125.41]
[152.56999]
[133.09]
[94.87999]
[67.43]
[76.54]
[54.67]
[35.960007]
[50.000004]
[69.91]
[53.9]
[-8.169998]
[-124.01]
[-105.75]
[-52.380005]
[-13.019989]
[-29.440002]
[-43.729996]
[40.59999]
[-56.680008]
[30.359993]
[85.23999]
[142.89]
[178.38]
[67.6]
[-37.729996]
[-87.74]
[-64.700005]
[113.44001]
[181.68]
[-99.61]
[33.089996]
[-25.079994]
[-135.38]
[-52.570007]
[-78.48001]
[174.20001]
[90.]
[27.120003]
[62.579994]
[-109.62001]
[-181.98]
[-81.42999]
[-157.4]
[-55.81]
[-17.369999]
[-152.32999]
[-78.46]
[-213.20001]
[-41.850006]
[25.979996]
[-115.06999]
[-14.869995]
[-62.28]
[159.8]
[192.9]
[225.3]
[207.37001]
[147.57999]
[157.91]
[105.44]
[142.07]
[138.95]
[29.239998]
[108.56999]
[46.15]
[48.90999]
[86.13002]
[72.95999]
[343.2]
[577.48]
[302.54]
[248.68]
[263.24]
[377.77002]
[426.58]
[132.17]
[163.35999]
[-12.249985]
[-129.22002]
[-186.03]
[-458.33002]
[-594.56]
[-341.83002]
[-243.93]
[-316.40997]
[-337.51]
[-251.86996]
[-8.419983]
[24.73999]
[28.330002]
[169.84001]
[180.07]
[147.13]
[224.08]
[195.20999]
[210.57999]
[126.78999]
[-164.13]
[-168.21002]
[-153.36002]
[38.22]
[118.]
[0.4499817]
[-193.87]
[-124.84001]
[-233.36]
[-227.29999]
[-344.38]
[-176.04]
[127.51001]
[343.21002]
[261.99002]
[-111.95999]
[-224.42001]
[1.7799988]
[235.23999]
[154.92]
[190.06001]
[143.51001]
[190.97002]
[222.09001]
[264.15997]
[40.44998]
[-57.5]
[86.09]
[180.]
[-52.26999]
[-55.869995]
[-87.87999]
[-199.77]
[34.299988]
[-64.13002]
[-200.55002]
[-300.45996]
[-93.54001]
[-57.05002]
[-46.749985]
[-186.67]
[-11.869995]
[127.07999]
[167.24]
[60.5]
[-191.37]
[2.1500092]
[-6.720001]
[-68.490005]
[-311.87]
[-110.95]
[-17.5]
[70.84]
[-52.17]
[-317.58]
[-265.32]
[-41.630005]
[-54.770004]
[-142.82]
[-60.289993]
[15.279999]
[54.120003]
[-55.17]
[8.869995]
[-7.619995]
[67.53999]
[30.869995]
[-82.]
[-75.]
[-59.83]
[-13.870003]
[-12.169998]
[-43.08]
[31.169998]
[124.75]
[-1.1600037]
[23.]
[-95.]
[73.17]
[121.33]
[6.080002]
[-6.080002]
[-1.75]
[27.229996]
[6.5400085]
[18.]
[-156.]
[-131.59]
[-175.70999]
[-139.08]
[-142.94]
[42.75]
[31.119995]
[4.6200027]
[-9.900002]
[-71.4]
[-0.29000854]
[-25.]
[-11.339996]
[66.990005]
[90.79]
[35.04]
[-31.599998]
[-146.08]
[-83.70999]
[23.400002]
[79.28001]
[91.48]
[-24.89]
[-25.050003]
[-19.990005]
[-56.40001]
[-55.08]
[33.079994]
[148.38]
[17.669998]
[-17.450005]
[-41.81]
[-109.75]
[-90.69]
[-61.91]
[-63.079994]
[66.66]
[52.880005]
[20.830002]
[36.5]
[-106.33]
[-23.089996]
[37.870003]
[58.649998]
[130.79]
[31.440002]
[39.63]
[76.090004]
[30.539993]
[68.979996]
[-34.25]
[-95.46999]
[-6.590004]
[71.81]
[-43.58]
[-49.489998]
[-131.25]
[-60.62]
[-0.91999817]
[-11.630005]
[14.210007]
[-150.23999]
[12.919998]
[35.97]
[95.670006]
[96.100006]
[31.080002]
[-7.420002]
[24.370003]
[30.740002]
[19.419998]
[-13.370003]
[-57.58]
[23.129997]
[-38.379997]
[1.1500015]
[-17.090012]
[-107.65001]
[30.879997]
[50.3]
[42.42]
[43.379997]
[11.419998]
[-60.79]
[-57.629997]
[-33.54]
[-28.25]
[-66.07001]
[-119.17]
[-85.09]
[-52.25]
[83.53]
[-2.790001]
[-98.96]
[-33.369995]
[30.160004]
[98.090004]
[259.08]
[214.34]
[196.84001]
[125.36]
[58.58]
[35.870003]
[-116.63]
[-16.909996]
[77.83]
[41.899994]
[10.669998]
[-91.450005]
[-270.84998]
[-185.02]
[-185.38]
[-132.98]
[-65.61]
[-29.560005]
[-19.27]
[-48.63]
[-63.800003]
[-92.6]
[-25.82]
[0.8600006]
[-27.310001]
[-41.86]
[-30.010002]
[-11.470001]
[-8.07]
[-32.049995]
[-18.46]
[-9.120003]
[-6.669998]
[62.83]
[-15.91]
[-25.860004]
[29.73]
[31.869999]
[41.89]
[9.200001]
[16.009998]
[25.18]
[3.7599983]
[-13.469997]
[7.739998]
[-68.16]
[-20.170002]
[-16.469997]
[-20.899998]
[-21.95]
[-28.5]
[14.240002]
[0.6500015]
[11.809998]
[5.200001]
[4.449999]
[9.740002]
[65.869995]
[88.24]
[89.03]
[23.780003]
[26.940002]
[7.7700005]
[12.269997]
[83.42]
[69.810005]
[46.680004]
[66.21]
[100.06999]
[4.279999]
[-25.399994]
[-54.]
[14.0099945]
[131.71]
[43.140003]
[62.500008]
[44.190002]
[31.59999]
[83.23]
[77.97]
[61.800003]
[70.78]
[48.699997]
[92.21]
[138.34]
[9.979996]
[180.93]
[128.96]
[84.92]
[141.32]
[187.73]
[83.09001]
[98.75]
[39.770004]
[18.]
[-49.82]
[246.42]
[-7.430008]
[-44.23999]
[237.23999]
[179.16]
[63.169983]
[-11.589996]
[102.51999]
[20.899994]
[-46.199997]
[-49.32]
[29.000008]
[-279.52]
[8.940002]
[-12.419998]
[-235.20999]
[-206.77]
[-199.87999]
[-136.02]
[-233.73999]
[-137.5]
[87.15999]
[137.47]
[101.229996]
[114.869995]
[26.940002]
[-45.460007]
[-1.7900085]
[36.259995]
[157.04]
[48.289993]
[180.69998]
[49.79001]
[1.9299927]
[45.59001]
[91.48001]
[44.97]
[-5.3899994]
[-69.99999]
[-148.47]
[-143.01]
[-152.90999]
[-69.98999]
[-84.469986]
[13.369995]
[64.5]
[2.4599915]
[108.53]
[220.15002]
[324.03003]
[168.03]
[183.73001]
[232.2]
[93.979996]
[142.53]
[299.99]
[157.33002]
[57.370026]
[117.130005]
[-30.059998]
[-272.2]
[-315.47003]
[-86.609985]
[-104.360016]
[-209.01999]
[-119.08]
[-124.94]
[-170.78]
[29.419983]
[-68.02002]
[-324.54]
[-267.60004]
[34.47]
[166.65999]
[72.84]
[147.32]
[248.23001]
[13.850006]
[-148.79001]
[-183.59001]
[-311.34]
[-233.56999]
[0.55000305]
[-17.80999]
[-203.99002]
[-257.4]
[-25.660004]
[-113.92]
[-198.78001]
[49.64]
[105.14001]
[30.160004]
[295.53]
[106.66]
[-23.650002]
[-30.590004]
[-42.910004]
[-29.09999]
[-79.55]
[-5.6900024]
[20.009995]
[-49.100006]
[-30.790009]
[-65.51001]
[-313.19]
[-75.28001]
[68.09]
[5.279999]
[1.9500046]
[-35.9]
[-103.59]
[-140.70001]
[-105.84]
[-99.409996]
[-36.059998]
[-2.3099976]
[-17.299995]
[7.640007]
[-67.43]
[15.190002]
[-10.43]
[10.949997]
[63.440002]
[48.46]
[-35.449997]
[6.8499985]
[-5.4800034]
[-68.88]
[13.439995]
[26.940002]
[3.4400024]
[-47.22]
[25.159996]
[15.540001]
[39.979996]
[-1.1399994]
[248.42]
[-41.459995]
[-20.259995]
[-3.0099983]
[-39.43]
[-72.18001]
[5.3499985]
[88.5]
[91.40001]
[40.729996]
[-100.229996]
[-78.95]
[-225.09]
[60.679996]
[86.30999]
[125.32001]
[53.58]
[79.22]
[10.870003]
[-56.519997]
[-38.25]
[-64.59]
[24.400002]
[16.029999]
[-52.750004]
[-36.64]
[-97.62999]
[-154.47]
[-70.33]
[-69.22]
[15.019997]
[19.989998]
[-5.779999]
[39.740005]
[29.339996]
[25.599998]
[59.05]
[4.3499985]
[8.369999]
[56.67]
[61.99]
[65.42]
[-19.989998]
[-48.42]
[-60.770004]
[-34.910004]
[18.82]
[34.43]
[187.4]
[136.20001]
[96.11]
[66.53999]
[102.48]
[83.45]
[2.3799973]
[46.11]
[-0.9000015]
[-6.540001]
[-86.899994]
[-50.049995]
[-191.57999]
[-121.450005]
[-83.99]
[-46.95999]
[-156.3]
[-191.54999]
[-35.039997]
[-36.72]
[-12.580002]
[-1.659996]
[49.74]
[19.259995]
[6.7700043]
[-0.5399933]
[-10.660004]
[-47.45]
[11.309998]
[44.59]
[7.91]
[4.1800003]
[68.079994]
