Date,Benzene,Toluene,NO,NO2,NOx,PM2.5,PM10,RH,WS,WD,Ozone
24-02-2020 00:00,1.64,6.20,58.64,49.48,73.92,59.46,166.17,65.45,0.67,226.17,13.54
25-02-2020 00:00,1.88,8.54,86.94,59.22,97.04,96.35,233.38,63.42,0.83,255.74,13.60
26-02-2020 00:00,4.09,20.97,92.08,72.09,114.17,124.38,284.70,70.09,0.64,178.90,14.00
27-02-2020 00:00,2.19,10.03,21.24,64.43,51.21,93.71,201.47,73.51,1.17,92.92,14.57
28-02-2020 00:00,1.46,4.91,8.75,42.79,29.75,71.98,159.12,71.13,2.66,81.07,19.21
29-02-2020 00:00,1.50,5.45,5.10,33.80,22.10,53.00,122.00,72.00,2.40,83.50,37.40
01-03-2020 00:00,3.30,28.34,36.54,75.51,86.13,61.67,190.19,67.80,0.97,126.80,42.59
02-03-2020 00:00,6.42,21.29,66.87,68.76,110.91,128.45,324.77,73.68,0.42,164.55,33.53
03-03-2020 00:00,3.87,10.85,91.25,79.48,126.95,99.96,249.76,65.11,0.57,206.02,21.42
04-03-2020 00:00,2.49,14.02,56.07,63.75,80.41,84.32,220.64,64.98,1.55,105.47,52.23
05-03-2020 00:00,0.94,11.38,29.07,47.43,52.51,32.00,86.87,67.05,3.06,104.47,32.50
06-03-2020 00:00,1.34,14.03,32.62,41.43,44.75,19.57,42.51,80.97,2.81,101.38,29.62
07-03-2020 00:00,1.29,8.59,22.75,51.09,30.05,43.15,104.26,77.52,1.64,101.85,22.74
08-03-2020 00:00,3.56,10.73,112.03,56.83,132.92,101.52,226.74,73.65,0.57,232.08,20.01
09-03-2020 00:00,1.32,3.08,79.93,51.40,102.36,65.65,181.07,62.78,1.47,265.35,22.27
10-03-2020 00:00,3.39,4.40,46.68,45.78,77.20,176.46,325.79,78.52,0.30,235.82,16.45
11-03-2020 00:00,0.86,1.60,8.28,33.27,24.42,52.90,121.55,62.32,3.47,92.80,36.53
12-03-2020 00:00,1.70,20.09,40.46,43.88,55.41,70.05,189.57,65.26,1.39,133.38,25.31
13-03-2020 00:00,1.77,8.80,44.79,50.33,72.88,60.01,208.69,57.40,1.05,154.13,27.84
14-03-2020 00:00,2.74,13.62,44.17,42.35,58.53,45.72,87.30,79.22,1.34,131.00,29.74
15-03-2020 00:00,2.07,11.14,64.37,49.44,78.77,63.52,151.82,72.33,0.54,187.86,33.58
16-03-2020 00:00,1.66,5.83,71.42,66.94,121.50,65.00,247.55,63.09,0.71,266.76,28.17
17-03-2020 00:00,3.83,9.94,84.80,65.11,108.52,71.41,222.45,64.62,0.88,257.23,23.36
18-03-2020 00:00,6.61,15.65,110.02,69.97,128.74,69.72,241.81,66.17,0.88,234.65,23.80
19-03-2020 00:00,2.79,8.59,101.51,68.62,122.40,109.36,273.56,66.45,0.59,219.23,17.53
20-03-2020 00:00,3.51,15.08,66.06,54.57,84.21,113.91,258.27,61.67,1.08,121.68,46.01
21-03-2020 00:00,4.57,27.22,96.51,74.16,123.21,94.34,267.99,55.11,1.00,239.79,26.44
22-03-2020 00:00,5.68,54.38,24.46,40.42,41.44,84.56,155.36,60.08,0.74,193.74,70.60
23-03-2020 00:00,3.97,63.06,8.79,34.81,25.34,63.43,117.34,58.51,0.47,170.51,53.86
24-03-2020 00:00,8.20,55.02,9.60,33.39,25.21,98.91,155.33,59.33,0.93,108.38,51.99
25-03-2020 00:00,1.22,3.95,4.97,20.65,15.05,42.55,72.58,53.04,1.03,240.62,45.52
26-03-2020 00:00,0.98,3.14,5.66,17.29,13.82,44.99,69.08,64.56,1.52,259.84,37.60
27-03-2020 00:00,1.87,6.40,5.23,14.68,12.01,25.54,39.87,71.89,1.62,173.36,35.50
28-03-2020 00:00,0.51,2.91,4.87,15.49,12.22,22.69,39.44,68.92,1.23,252.71,36.63
29-03-2020 00:00,0.10,1.94,6.13,15.34,13.17,29.11,64.57,59.52,2.04,269.72,54.37
30-03-2020 00:00,0.35,1.62,4.46,18.57,14.00,31.88,65.71,56.80,1.59,267.59,67.53
31-03-2020 00:00,0.54,1.82,4.22,16.81,12.37,35.85,76.67,55.73,1.22,256.66,70.91
01-04-2020 00:00,1.23,2.91,4.65,17.67,13.19,37.04,73.99,56.45,0.97,231.19,56.83
02-04-2020 00:00,0.53,1.93,4.48,15.03,11.74,30.54,69.65,54.47,1.81,263.30,68.20
03-04-2020 00:00,2.59,5.37,5.12,24.45,17.36,30.67,70.56,46.96,1.52,266.54,81.23
04-04-2020 00:00,1.29,12.44,6.82,25.41,19.08,30.67,80.38,46.96,1.44,251.60,78.53
05-04-2020 00:00,4.42,43.29,4.27,23.42,15.95,30.67,123.24,52.36,0.69,172.94,78.29
06-04-2020 00:00,9.93,31.45,4.27,23.42,15.95,30.67,191.00,51.48,0.75,218.35,60.88
07-04-2020 00:00,10.60,25.41,4.27,23.42,15.95,30.67,67.91,53.28,1.27,261.17,58.59
08-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
09-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
10-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
11-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
12-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
13-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
14-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
15-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
16-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
17-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
18-04-2020 00:00,13.26,38.81,4.27,23.42,15.95,30.67,79.14,49.29,1.26,256.35,63.78
19-04-2020 00:00,1.72,25.93,4.94,33.82,22.01,46.95,116.12,47.99,0.49,186.29,58.02
20-04-2020 00:00,3.83,63.83,8.60,24.14,19.69,64.41,124.13,55.07,0.65,190.42,58.64
21-04-2020 00:00,2.22,11.88,3.80,17.19,12.25,53.34,97.84,53.03,0.83,235.24,51.48
22-04-2020 00:00,5.79,76.47,5.82,30.44,20.90,68.68,140.12,46.80,0.62,207.25,79.19
23-04-2020 00:00,4.75,44.23,4.58,25.78,17.42,57.30,119.47,45.80,0.74,189.99,76.71
24-04-2020 00:00,4.33,15.52,4.24,24.18,16.30,63.89,128.09,49.74,0.69,129.13,83.64
25-04-2020 00:00,0.88,15.52,3.28,16.53,11.47,34.10,0.00,45.63,0.71,155.77,99.99
26-04-2020 00:00,0.70,15.52,3.36,12.52,9.40,49.40,0.00,61.38,1.25,86.60,82.88
27-04-2020 00:00,0.68,15.52,3.10,11.11,8.44,28.59,79.61,65.38,2.21,75.56,75.62
28-04-2020 00:00,3.83,15.52,3.44,10.05,8.16,46.10,79.62,58.85,1.32,93.49,74.34
29-04-2020 00:00,0.67,15.52,3.44,10.05,8.16,56.14,120.75,49.77,1.05,150.07,102.45
30-04-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
01-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
02-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
03-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
04-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
05-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
06-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
07-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
08-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
09-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
10-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
11-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
12-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
13-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
14-05-2020 00:00,0.96,15.52,3.44,10.05,8.16,37.92,86.11,63.40,0.74,88.17,72.08
15-05-2020 00:00,0.48,15.52,2.25,23.34,14.24,70.60,137.19,42.45,0.71,264.03,68.15
16-05-2020 00:00,0.68,15.52,2.34,20.16,12.64,78.74,130.68,43.86,0.93,259.17,97.22
17-05-2020 00:00,0.75,15.52,3.24,28.25,17.67,96.64,165.23,41.79,0.58,232.68,106.38
18-05-2020 00:00,0.99,15.52,18.87,41.51,38.12,89.11,150.46,42.02,0.72,238.21,86.00
19-05-2020 00:00,1.46,15.52,14.74,51.06,39.18,114.94,145.77,39.39,0.52,192.64,88.72
20-05-2020 00:00,1.96,15.52,9.03,33.84,25.37,61.26,86.61,35.88,1.10,259.16,112.90
21-05-2020 00:00,1.68,15.52,4.11,21.97,15.05,61.11,87.22,40.41,1.11,264.50,145.41
22-05-2020 00:00,0.00,213.57,98.50,115.29,141.62,128.90,177.30,40.45,0.30,173.39,30.48
23-05-2020 00:00,5.31,99.70,14.01,51.96,39.07,105.38,152.94,36.77,0.68,215.23,90.85
24-05-2020 00:00,3.68,11.18,4.94,29.58,19.76,92.26,140.51,36.49,1.08,247.76,109.97
25-05-2020 00:00,2.57,7.25,6.37,33.14,22.83,69.08,105.12,35.18,1.15,255.10,112.79
26-05-2020 00:00,5.93,49.35,17.80,44.17,38.00,67.48,128.55,35.40,1.17,231.86,86.89
27-05-2020 00:00,3.94,46.10,4.34,24.44,16.54,61.12,103.82,36.06,0.95,163.54,139.01
28-05-2020 00:00,1.47,19.42,4.08,12.43,9.94,56.92,164.62,51.05,2.67,95.95,119.95
29-05-2020 00:00,2.27,32.20,4.23,16.57,12.26,40.21,55.06,59.86,2.49,99.38,96.73
30-05-2020 00:00,0.84,14.85,4.14,14.21,10.93,30.82,39.23,60.49,1.72,108.07,96.39
31-05-2020 00:00,2.14,23.54,4.59,16.96,12.77,27.97,37.69,70.61,1.33,126.20,81.60
01-06-2020 00:00,2.43,32.50,4.17,19.98,14.03,52.70,83.59,64.01,0.47,145.20,107.57
02-06-2020 00:00,3.36,61.66,4.28,20.92,14.61,61.58,90.56,57.34,0.56,172.97,108.34
03-06-2020 00:00,3.05,28.58,5.35,28.27,19.40,77.20,106.61,54.46,0.43,178.09,105.85
04-06-2020 00:00,5.16,56.51,11.52,48.57,35.23,96.36,127.92,58.21,0.80,102.19,83.39
05-06-2020 00:00,2.79,25.87,6.05,24.86,18.16,57.98,76.52,60.54,0.86,88.85,95.52
06-06-2020 00:00,2.16,17.23,4.47,19.13,13.82,43.73,60.11,59.52,0.93,79.94,88.92
07-06-2020 00:00,2.78,16.77,5.63,21.66,16.11,53.08,75.23,57.75,0.61,157.31,100.85
08-06-2020 00:00,3.72,77.59,7.19,35.61,24.80,68.74,93.49,53.92,0.53,164.73,123.11
09-06-2020 00:00,4.43,86.52,10.50,48.89,34.57,84.38,113.24,50.06,0.46,187.42,101.34
10-06-2020 00:00,3.50,60.62,7.67,45.01,30.20,92.68,130.39,52.08,0.48,144.36,79.79
11-06-2020 00:00,2.93,37.93,8.98,36.33,26.65,83.31,116.55,53.65,0.35,131.59,51.20
12-06-2020 00:00,3.47,40.38,9.94,53.02,36.30,86.82,118.41,51.65,0.56,100.51,70.31
13-06-2020 00:00,5.02,43.71,16.47,57.43,43.97,81.82,119.75,58.17,0.87,100.38,67.13
14-06-2020 00:00,5.63,56.83,17.72,64.76,48.89,109.94,137.09,56.13,0.41,102.73,69.05
15-06-2020 00:00,3.01,39.02,25.24,70.99,58.34,72.34,101.24,48.45,0.48,140.14,78.77
16-06-2020 00:00,2.43,30.42,15.21,42.92,35.23,58.33,84.98,49.32,0.82,98.00,86.02
17-06-2020 00:00,2.33,22.38,9.94,41.94,30.42,47.86,80.27,55.47,1.49,83.83,80.00
18-06-2020 00:00,2.91,23.84,14.52,50.33,38.63,49.46,81.20,52.89,0.93,114.43,90.09
19-06-2020 00:00,4.47,31.64,9.15,34.19,25.65,83.53,148.00,56.66,1.02,90.55,88.98
20-06-2020 00:00,2.95,39.13,17.07,35.67,32.89,60.69,113.86,58.79,0.60,128.30,80.34
21-06-2020 00:00,2.93,36.82,8.34,28.70,22.07,57.39,84.30,61.83,0.51,94.39,84.23
22-06-2020 00:00,2.41,37.55,8.66,32.01,24.09,52.09,58.95,62.06,0.46,97.75,99.45
23-06-2020 00:00,3.01,32.10,4.90,16.37,12.71,30.95,43.82,63.90,1.17,76.08,65.95
24-06-2020 00:00,3.73,37.00,5.53,19.38,14.82,39.81,57.00,73.21,0.67,72.18,52.72
25-06-2020 00:00,4.84,40.60,13.25,22.46,22.75,56.98,78.24,68.26,0.37,175.24,48.65
26-06-2020 00:00,4.80,43.49,9.82,19.62,18.45,59.00,96.56,64.84,0.52,179.09,48.50
27-06-2020 00:00,3.37,16.79,30.38,27.49,39.37,43.83,130.88,56.54,0.89,240.03,36.39
28-06-2020 00:00,2.94,19.41,44.39,33.66,54.12,65.47,254.21,52.94,0.90,198.40,35.51
29-06-2020 00:00,5.05,87.27,9.21,21.39,18.89,58.70,151.31,58.48,0.69,133.17,62.23
30-06-2020 00:00,2.93,24.71,5.74,23.54,17.20,45.61,76.93,66.23,0.96,76.16,81.49
01-07-2020 00:00,3.50,48.52,5.26,26.37,18.32,54.88,90.97,61.35,0.54,89.22,96.26
02-07-2020 00:00,4.16,28.74,8.49,37.39,26.81,68.84,110.77,57.02,0.36,127.47,103.77
03-07-2020 00:00,3.88,32.22,6.70,32.95,22.99,70.45,116.49,58.55,0.99,89.65,100.44
04-07-2020 00:00,2.49,23.77,5.69,20.69,15.65,48.75,70.97,64.99,1.64,77.82,82.99
05-07-2020 00:00,2.02,17.35,8.99,26.12,21.22,30.62,49.21,71.77,0.74,126.65,98.82
06-07-2020 00:00,3.67,39.80,9.41,28.87,23.04,51.68,70.29,71.69,0.56,92.19,60.56
07-07-2020 00:00,4.41,40.74,8.12,18.03,16.21,19.78,32.33,74.50,1.23,71.99,41.96
08-07-2020 00:00,2.38,17.42,10.20,23.78,20.96,29.83,42.06,74.34,1.21,99.22,44.18
09-07-2020 00:00,2.75,18.97,17.83,38.26,34.89,44.78,63.98,64.47,0.37,182.71,62.24
10-07-2020 00:00,1.29,8.67,30.34,33.20,42.40,26.94,58.33,60.21,0.72,232.24,53.42
11-07-2020 00:00,0.85,7.38,14.62,23.40,24.36,15.11,35.52,77.20,0.66,214.61,67.97
12-07-2020 00:00,1.68,15.35,14.34,30.97,28.10,23.21,45.40,60.29,0.47,244.67,91.33
13-07-2020 00:00,1.77,12.67,24.28,33.13,37.42,39.38,95.26,59.63,0.42,214.40,66.35
14-07-2020 00:00,1.81,23.06,16.95,29.94,29.73,44.32,114.35,59.08,0.46,185.44,68.66
15-07-2020 00:00,2.81,34.42,5.60,21.32,15.91,51.00,73.92,65.41,1.51,84.92,78.97
16-07-2020 00:00,2.48,35.73,5.25,17.41,13.54,38.72,59.29,67.02,1.55,79.52,57.72
17-07-2020 00:00,2.50,42.79,6.30,16.34,13.83,50.30,71.37,68.68,1.44,86.99,55.82
18-07-2020 00:00,2.16,28.11,3.86,13.04,10.09,35.50,55.85,69.77,1.04,89.84,50.52
19-07-2020 00:00,1.74,18.67,16.92,22.41,25.72,30.52,55.73,73.88,0.46,183.69,47.44
20-07-2020 00:00,0.84,7.49,16.16,22.37,25.07,19.82,46.04,68.44,0.64,229.35,68.39
21-07-2020 00:00,1.61,18.21,8.63,17.95,16.59,25.24,40.20,79.09,0.79,162.67,55.69
22-07-2020 00:00,1.70,16.60,26.55,26.72,35.86,30.60,49.76,82.40,0.49,176.10,39.01
23-07-2020 00:00,1.79,16.69,59.37,75.31,88.45,47.45,82.01,68.93,0.41,214.98,57.29
24-07-2020 00:00,3.34,45.57,21.20,63.08,50.83,47.45,76.71,68.16,1.09,83.14,70.64
25-07-2020 00:00,2.50,26.58,12.23,33.78,27.94,29.49,68.64,73.06,1.02,75.39,57.28
26-07-2020 00:00,2.11,17.82,31.65,68.29,62.13,45.29,88.81,68.55,0.51,123.00,67.77
27-07-2020 00:00,2.60,47.18,83.39,71.41,106.00,46.27,101.76,62.01,0.67,222.73,60.59
28-07-2020 00:00,1.02,16.43,54.14,36.39,63.50,24.22,61.17,60.56,0.68,227.88,53.41
29-07-2020 00:00,2.47,26.55,18.57,27.42,29.73,28.54,52.44,71.66,0.84,124.55,51.75
30-07-2020 00:00,1.87,15.55,16.84,21.14,24.97,23.83,56.53,72.65,0.68,144.04,46.97
31-07-2020 00:00,4.04,45.08,10.40,21.05,19.68,50.70,75.98,74.21,0.61,93.03,57.82
01-08-2020 00:00,2.75,21.97,22.04,35.63,36.92,33.82,59.54,73.35,0.48,146.31,25.37
02-08-2020 00:00,1.64,9.97,37.85,35.50,49.75,26.82,58.78,66.31,0.50,236.70,18.90
03-08-2020 00:00,1.74,23.12,49.62,36.68,59.05,29.71,62.34,63.63,0.49,231.23,23.40
04-08-2020 00:00,1.51,14.26,13.49,32.14,27.56,30.45,60.97,64.00,0.43,181.83,22.24
05-08-2020 00:00,2.48,26.36,29.07,36.45,43.09,47.32,79.38,73.98,0.51,107.08,24.97
06-08-2020 00:00,3.47,54.95,15.29,45.66,36.75,25.47,50.22,64.87,2.49,75.10,20.51
07-08-2020 00:00,2.52,19.20,17.85,58.91,45.89,24.07,43.72,67.33,2.20,82.59,23.67
08-08-2020 00:00,1.43,15.20,75.65,112.19,124.40,55.19,82.63,63.27,0.35,155.57,33.44
09-08-2020 00:00,0.80,5.30,79.74,65.81,103.97,38.59,57.52,76.10,0.41,195.32,27.87
10-08-2020 00:00,0.80,5.30,24.87,38.68,40.85,38.23,58.34,74.09,1.00,94.91,18.11
11-08-2020 00:00,0.80,5.30,84.20,100.53,123.40,48.04,71.63,71.08,0.41,162.91,19.65
12-08-2020 00:00,0.80,5.30,69.29,60.82,100.13,25.94,60.29,72.22,0.53,207.36,18.86
13-08-2020 00:00,0.80,5.30,51.51,52.10,69.71,17.79,28.31,87.62,0.52,160.86,19.38
14-08-2020 00:00,0.80,5.30,26.45,47.30,46.72,24.85,45.89,80.64,1.20,78.64,16.24
15-08-2020 00:00,0.80,5.30,22.91,52.77,46.75,33.82,50.28,74.84,1.37,84.28,18.74
16-08-2020 00:00,0.80,5.30,30.04,49.36,50.74,22.48,39.55,74.03,1.23,87.77,25.75
17-08-2020 00:00,0.80,5.30,66.70,69.60,95.63,34.10,56.24,79.73,0.81,110.70,24.59
18-08-2020 00:00,1.06,6.90,73.17,86.50,111.03,43.33,67.38,76.20,0.51,151.49,15.34
19-08-2020 00:00,0.73,14.50,80.14,79.97,111.55,25.38,35.94,87.51,0.58,131.91,14.76
20-08-2020 00:00,1.80,34.20,35.39,62.07,61.91,22.78,35.52,84.37,0.57,84.15,25.71
21-08-2020 00:00,2.89,38.95,19.99,18.34,26.05,21.59,49.42,74.49,1.29,85.76,40.19
22-08-2020 00:00,3.49,45.19,15.74,28.50,27.99,21.83,46.07,69.88,2.26,74.23,26.36
23-08-2020 00:00,2.43,29.45,17.79,32.95,32.03,18.15,36.00,73.63,2.48,77.98,26.49
24-08-2020 00:00,0.29,5.73,23.14,37.84,39.00,12.85,16.18,75.31,2.08,84.55,21.17
25-08-2020 00:00,0.24,6.41,36.73,50.72,56.92,15.32,0.00,72.87,1.27,104.54,19.24
26-08-2020 00:00,0.07,6.34,106.67,60.15,142.22,16.68,78.72,68.46,0.36,234.47,20.46
27-08-2020 00:00,1.31,11.39,58.99,39.51,70.32,21.35,57.29,70.41,0.43,215.64,24.21
28-08-2020 00:00,2.41,27.01,73.80,52.71,93.45,36.46,67.06,84.74,0.46,139.26,33.96
29-08-2020 00:00,4.52,52.30,34.21,49.57,54.25,48.76,78.81,73.27,0.83,85.97,30.49
30-08-2020 00:00,4.32,43.63,8.41,28.94,22.26,20.78,36.06,74.97,2.62,78.56,22.60
31-08-2020 00:00,0.54,3.21,13.74,35.03,29.84,11.72,25.52,70.92,2.11,101.36,19.66
01-09-2020 00:00,0.22,0.78,37.44,47.40,55.73,17.20,37.51,66.78,0.83,155.48,19.44
02-09-2020 00:00,0.80,2.63,46.34,66.67,77.39,28.41,63.02,68.12,0.49,170.36,34.17
03-09-2020 00:00,0.79,1.83,4.71,28.10,18.79,36.72,60.82,68.92,1.86,74.26,28.15
04-09-2020 00:00,0.99,1.48,66.38,79.75,95.77,42.08,52.79,68.65,1.22,114.05,26.18
05-09-2020 00:00,0.99,3.90,41.64,35.77,52.95,47.21,0.00,72.82,0.51,174.42,46.89
06-09-2020 00:00,0.68,1.79,84.77,83.62,124.10,47.37,0.00,72.35,0.32,216.16,31.84
07-09-2020 00:00,0.83,2.18,89.03,63.15,120.71,81.46,76.71,72.24,0.33,168.45,21.74
08-09-2020 00:00,0.38,1.29,56.40,39.43,66.15,38.11,64.87,65.82,0.34,244.95,23.73
09-09-2020 00:00,0.20,0.65,67.08,42.03,75.65,47.74,74.59,65.58,0.37,256.56,28.60
10-09-2020 00:00,0.36,1.32,75.36,36.37,83.77,52.78,93.99,63.65,0.41,256.44,32.66
11-09-2020 00:00,0.70,1.97,66.69,53.15,85.27,58.35,91.93,60.86,0.33,179.34,34.93
12-09-2020 00:00,2.74,10.81,65.24,51.49,80.77,62.75,89.35,61.59,0.37,117.22,39.46
13-09-2020 00:00,1.23,6.73,36.07,44.59,52.91,67.73,83.44,64.13,0.33,111.41,33.76
14-09-2020 00:00,2.89,22.75,55.06,57.88,76.73,84.95,103.43,63.93,0.31,100.98,39.23
15-09-2020 00:00,0.05,0.19,65.18,56.75,84.39,83.19,154.57,63.18,0.35,158.34,41.13
16-09-2020 00:00,0.10,0.74,79.42,50.06,106.63,69.47,190.53,62.04,0.39,191.07,30.29
17-09-2020 00:00,0.83,13.54,84.68,44.80,93.12,51.48,153.05,59.75,0.56,266.95,34.26
18-09-2020 00:00,0.29,1.31,74.63,41.52,92.81,27.54,140.54,59.39,0.51,242.65,30.81
19-09-2020 00:00,0.30,0.76,35.75,40.04,46.45,30.57,170.28,53.54,0.36,146.48,42.53
20-09-2020 00:00,0.33,1.32,3.85,43.12,20.57,52.89,186.57,62.60,0.36,164.61,61.71
21-09-2020 00:00,0.21,0.30,1.03,13.89,15.32,41.58,167.76,61.07,0.31,131.94,47.55
22-09-2020 00:00,0.00,0.00,2.37,75.38,40.84,24.89,96.38,62.76,1.31,73.83,30.25
23-09-2020 00:00,0.00,0.00,9.16,63.52,39.06,16.76,71.54,63.85,1.35,81.74,31.56
24-09-2020 00:00,0.01,0.05,25.09,53.04,48.68,31.00,104.04,65.19,0.91,107.73,24.90
25-09-2020 00:00,1.15,1.38,89.08,86.33,122.03,42.42,163.83,61.37,0.49,170.67,23.79
26-09-2020 00:00,0.34,0.83,134.13,87.35,163.21,53.31,216.86,61.16,0.42,186.50,20.78
27-09-2020 00:00,0.00,0.00,91.56,62.47,111.74,19.00,151.17,56.34,0.41,224.39,23.46
28-09-2020 00:00,2.31,27.94,88.50,69.96,113.84,46.64,227.75,57.14,0.54,191.66,25.91
29-09-2020 00:00,6.20,18.21,71.33,65.74,93.85,51.03,227.42,58.53,0.56,183.76,32.99
30-09-2020 00:00,0.00,0.00,78.71,72.08,103.66,41.20,201.03,55.14,0.65,259.23,29.93
01-10-2020 00:00,0.00,0.00,83.06,78.18,112.23,45.70,199.29,55.51,0.52,181.99,27.86
02-10-2020 00:00,0.00,0.00,66.11,79.67,102.89,0.00,217.17,57.06,0.38,156.06,33.10
03-10-2020 00:00,0.00,0.00,70.77,85.98,114.10,63.21,217.99,55.70,0.39,166.46,28.17
04-10-2020 00:00,0.00,0.00,69.15,87.77,111.23,71.06,235.03,54.36,0.39,166.49,32.57
05-10-2020 00:00,0.00,0.00,80.25,84.98,112.15,57.22,221.91,52.17,0.67,264.72,34.28
06-10-2020 00:00,0.00,0.00,81.31,91.21,127.80,70.95,242.93,54.71,0.56,166.30,27.88
07-10-2020 00:00,0.00,0.00,76.00,94.07,118.22,119.70,297.71,54.66,0.43,169.59,30.22
08-10-2020 00:00,0.00,0.00,64.36,84.66,101.80,78.14,241.20,53.23,0.40,203.89,35.16
09-10-2020 00:00,0.00,0.00,69.61,77.08,106.60,94.46,275.61,54.48,0.34,180.86,27.77
10-10-2020 00:00,0.00,0.00,50.41,62.03,74.12,95.53,237.40,55.09,0.32,163.36,40.67
11-10-2020 00:00,0.00,0.00,53.98,62.83,77.45,100.83,235.65,53.97,0.35,261.10,39.54
12-10-2020 00:00,0.00,0.00,46.86,73.69,84.57,171.16,328.46,53.78,0.30,133.92,49.44
13-10-2020 00:00,4.93,107.32,40.00,63.26,66.21,135.01,299.65,60.90,0.52,73.58,43.70
14-10-2020 00:00,7.51,81.27,59.06,67.88,84.26,137.60,289.71,59.45,0.31,103.44,37.34
15-10-2020 00:00,7.13,40.33,54.26,68.10,80.46,163.97,322.19,49.93,0.31,152.18,35.50
16-10-2020 00:00,6.40,39.21,75.39,74.30,115.28,131.31,291.49,50.73,0.31,149.71,32.69
17-10-2020 00:00,8.20,75.78,114.66,83.00,147.55,152.93,379.91,56.84,0.32,152.34,31.28
18-10-2020 00:00,4.20,22.03,83.95,66.80,106.92,109.30,280.52,55.31,0.49,243.25,28.42
19-10-2020 00:00,3.68,17.48,86.65,67.56,108.88,127.77,316.93,52.05,0.47,254.25,32.08
20-10-2020 00:00,4.54,22.59,72.80,76.60,112.29,100.55,307.77,49.36,0.34,217.60,29.73
21-10-2020 00:00,7.28,62.50,65.28,75.06,153.75,143.01,332.78,52.88,0.33,160.15,25.11
22-10-2020 00:00,9.54,73.19,113.14,104.59,180.97,204.54,431.62,54.33,0.31,132.60,28.93
23-10-2020 00:00,7.84,90.28,113.49,114.99,161.09,266.35,493.34,56.71,0.31,122.58,31.26
24-10-2020 00:00,8.42,73.55,99.83,106.39,168.99,257.94,493.19,59.89,0.37,217.90,33.28
25-10-2020 00:00,5.81,141.68,60.29,109.60,126.68,297.67,562.46,61.08,0.31,170.03,39.35
26-10-2020 00:00,8.09,88.51,104.26,121.65,164.44,249.48,460.91,56.46,0.32,197.61,57.28
27-10-2020 00:00,4.88,29.93,82.76,98.41,126.48,183.49,370.93,54.04,0.39,251.69,40.47
28-10-2020 00:00,6.67,56.97,121.55,124.92,181.94,213.41,450.52,58.86,0.30,231.89,26.74
29-10-2020 00:00,6.93,54.92,73.81,133.38,171.54,314.10,572.52,60.74,0.31,195.72,31.34
30-10-2020 00:00,5.62,55.15,105.63,114.63,166.86,245.32,581.21,58.97,0.34,238.89,28.30
31-10-2020 00:00,4.35,16.11,101.79,99.47,140.30,285.95,461.75,51.95,0.49,260.02,30.85
01-11-2020 00:00,4.11,14.07,85.70,97.24,128.03,307.15,502.02,51.53,0.46,245.85,28.40
02-11-2020 00:00,3.34,18.89,118.56,135.04,175.41,203.07,410.54,53.10,0.36,236.60,24.45
